gyro,31,77,-125
gyro,31,77,-125
gyro,31,77,-125
gyro,31,77,-125
gyro,31,77,-125
gyro,31,77,-125
gyro,31,77,-125
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,31,66,-124
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,33,76,-125
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,31,78,-124
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,32,62,-126
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,31,77,-122
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,74,-125
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,71,-126
gyro,30,67,-127
gyro,30,67,-127
gyro,30,67,-127
